chr7	75617441	75618716	.	1000	.	128.36157	-1	-1	530	5.000000	5.000000	75617621	75618430	37.19265	340	75617441	75618716	91.16892	541
chr4	40621364	40622182	.	1000	.	113.09181	-1	-1	459	5.000000	5.000000	40621534	40622182	47.19936	279	40621364	40622151	65.89245	469
chr10	71888509	71889184	.	1000	.	108.87326	-1	-1	356	5.000000	5.000000	71888509	71889162	40.12676	354	71888540	71889184	68.74650	327
chr20	32068654	32069417	.	1000	.	108.64611	-1	-1	384	5.000000	5.000000	32068663	32069334	41.69419	368	32068654	32069417	66.95192	391
chr22	36404799	36406492	.	1000	.	108.54100	-1	-1	1009	5.000000	5.000000	36404799	36406397	41.96163	1007	36404893	36406492	66.57937	917
chr12	50571902	50572805	.	1000	.	105.44864	-1	-1	556	5.000000	5.000000	50572107	50572800	39.85149	339	50571902	50572805	65.59715	569
chr11	268541	270036	.	1000	.	104.80668	-1	-1	1067	5.000000	5.000000	268541	269971	37.75468	1053	268885	270036	67.05200	738
chr2	109238395	109239133	.	1000	.	103.83525	-1	-1	356	5.000000	5.000000	109238427	109239080	34.99628	329	109238395	109239133	68.83897	351
chr20	23125414	23126243	.	1000	.	101.19176	-1	-1	387	5.000000	5.000000	23125485	23126105	31.37110	303	23125414	23126243	69.82066	401
chr15	67024265	67024974	.	1000	.	100.06308	-1	-1	364	5.000000	5.000000	67024300	67024974	40.57264	321	67024265	67024929	59.49044	373
chr16	85524680	85525595	.	1000	.	99.54977	-1	-1	386	5.000000	5.000000	85524763	85525442	35.80565	294	85524680	85525595	63.74412	396
chr10	124144886	124145666	.	1000	.	98.29370	-1	-1	447	5.000000	5.000000	124145045	124145590	34.99631	285	124144886	124145666	63.29739	450
chr5	143002413	143003372	.	1000	.	94.70192	-1	-1	446	5.000000	5.000000	143002413	143003232	35.34114	439	143002429	143003372	59.36078	437
chr2	144703566	144704920	.	1000	.	94.61692	-1	-1	549	5.000000	5.000000	144703633	144704510	32.32372	479	144703566	144704920	62.29320	552
chr3	183537059	183537889	.	1000	.	90.57155	-1	-1	394	5.000000	5.000000	183537168	183537800	31.76366	290	183537059	183537889	58.80789	389
chr4	162497465	162498115	.	1000	.	90.01989	-1	-1	334	5.000000	5.000000	162497468	162498115	39.98817	336	162497465	162498084	50.03172	329
chr7	140252619	140253476	.	1000	.	88.59499	-1	-1	428	5.000000	5.000000	140252699	140253338	33.44479	361	140252619	140253476	55.15020	416
chr1	167601270	167602459	.	1000	.	86.73072	-1	-1	366	5.000000	5.000000	167601332	167602409	23.56318	299	167601270	167602459	63.16754	291
chr5	36657382	36658107	.	1000	.	86.41929	-1	-1	350	5.000000	5.000000	36657411	36658107	39.61135	324	36657382	36658077	46.80794	348
chr6	34284486	34285270	.	1000	.	86.27269	-1	-1	416	5.000000	5.000000	34284579	34285245	31.89322	321	34284486	34285270	54.37947	419
chr3	18725509	18726443	.	1000	.	85.85167	-1	-1	504	5.000000	5.000000	18725509	18726312	42.44747	505	18725539	18726443	43.40420	474
chr10	7046000	7046713	.	1000	.	85.36244	-1	-1	380	5.000000	5.000000	7046017	7046713	38.29556	369	7046000	7046700	47.06688	375
chr2	101308639	101309379	.	1000	.	85.24438	-1	-1	299	5.000000	5.000000	101308648	101309326	37.20943	275	101308639	101309379	48.03495	314
chr7	5397039	5397634	.	1000	.	85.00714	-1	-1	263	5.000000	5.000000	5397039	5397634	33.61718	272	5397044	5397619	51.38996	249
chr10	70301949	70302783	.	1000	.	83.99373	-1	-1	573	5.000000	5.000000	70301986	70302783	26.34693	515	70301949	70302783	57.64680	595
chr16	73153790	73154864	.	1000	.	83.97824	-1	-1	362	5.000000	5.000000	73153865	73154850	33.94652	280	73153790	73154864	50.03172	370
chr17	78592243	78592991	.	1000	.	82.00985	-1	-1	430	5.000000	5.000000	78592243	78592991	23.79738	430	78592252	78592978	58.21247	421
chr22	50539459	50540319	.	1000	.	81.29343	-1	-1	347	5.000000	5.000000	50539542	50540200	33.09999	265	50539459	50540319	48.19344	347
chr22	33299018	33300526	.	1000	.	81.09351	-1	-1	764	5.000000	5.000000	33299018	33300073	33.76638	200	33299147	33300526	47.32713	631
chr15	63497612	63498433	.	1000	.	79.84609	-1	-1	394	5.000000	5.000000	63497736	63498303	27.90451	274	63497612	63498433	51.94158	391
chr21	33261375	33262155	.	1000	.	79.48255	-1	-1	437	5.000000	5.000000	33261463	33262155	22.75417	349	33261375	33262155	56.72838	437
chrX	13081512	13082310	.	1000	.	79.41960	-1	-1	389	5.000000	5.000000	13081609	13082253	33.14374	279	13081512	13082310	46.27586	403
chr17	79993337	79994188	.	1000	.	79.41741	-1	-1	569	5.000000	5.000000	79993498	79994188	26.79145	411	79993337	79994181	52.62596	567
chr1	235932001	235932698	.	1000	.	78.77967	-1	-1	327	5.000000	5.000000	235932015	235932691	29.29203	315	235932001	235932698	49.48764	326
chr12	54304028	54304632	.	1000	.	78.74290	-1	-1	301	5.000000	5.000000	54304028	54304590	25.37573	305	54304077	54304632	53.36717	249
chr8	11858324	11859239	.	1000	.	78.68517	-1	-1	487	5.000000	5.000000	11858472	11859239	31.13448	312	11858324	11859237	47.55069	514
chr17	36192200	36192850	.	1000	.	78.64323	-1	-1	302	5.000000	5.000000	36192200	36192820	33.61516	302	36192208	36192850	45.02807	294
chr20	23225078	23226042	.	1000	.	78.46983	-1	-1	493	5.000000	5.000000	23225275	23225918	32.01381	291	23225078	23226042	46.45602	498
chr19	8487386	8488096	.	1000	.	78.15674	-1	-1	392	5.000000	5.000000	8487504	8488096	24.09048	289	8487386	8488069	54.06626	378
chr10	69061181	69061934	.	1000	.	77.79541	-1	-1	426	5.000000	5.000000	69061181	69061897	32.92760	426	69061241	69061934	44.86781	366
chr16	15590380	15591488	.	1000	.	77.63777	-1	-1	663	5.000000	5.000000	15590382	15591488	28.74010	650	15590380	15591327	48.89767	674
chr7	69824540	69825172	.	1000	.	77.56836	-1	-1	343	5.000000	5.000000	69824641	69825162	31.96210	242	69824540	69825172	45.60626	344
chr17	499947	500663	.	1000	.	77.38593	-1	-1	335	5.000000	5.000000	499947	500590	37.51748	325	500025	500663	39.86845	267
chr19	16328140	16328960	.	1000	.	76.68059	-1	-1	380	5.000000	5.000000	16328223	16328830	27.34084	302	16328140	16328960	49.33975	376
chr16	76010	76813	.	1000	.	76.66357	-1	-1	380	5.000000	5.000000	76084	76676	32.98090	309	76010	76813	43.68267	377
chr14	61569673	61570373	.	1000	.	76.61305	-1	-1	297	5.000000	5.000000	61569673	61570244	27.99705	306	61569713	61570373	48.61600	248
chr4	139208277	139208860	.	1000	.	76.25197	-1	-1	258	5.000000	5.000000	139208282	139208826	28.93561	245	139208277	139208860	47.31636	267
chr11	66318095	66318844	.	1000	.	76.20916	-1	-1	385	5.000000	5.000000	66318221	66318791	23.95380	261	66318095	66318844	52.25536	383
chr3	195002895	195003661	.	1000	.	76.15869	-1	-1	359	5.000000	5.000000	195002965	195003546	30.27583	281	195002895	195003661	45.88286	368
chr21	34908154	34908998	.	1000	.	75.32527	-1	-1	394	5.000000	5.000000	34908154	34908898	35.20607	412	34908193	34908998	40.11920	337
chr19	11323886	11324815	.	1000	.	74.83990	-1	-1	519	5.000000	5.000000	11323903	11324720	24.95745	472	11323886	11324815	49.88245	550
chr5	121976910	121977529	.	1000	.	74.79867	-1	-1	307	5.000000	5.000000	121976964	121977529	37.63593	253	121976910	121977518	37.16274	308
chr16	57038996	57039949	.	1000	.	74.57364	-1	-1	286	5.000000	5.000000	57038996	57039913	26.51788	291	57039024	57039949	48.05576	253
chr4	40327205	40327876	.	1000	.	74.40327	-1	-1	338	5.000000	5.000000	40327305	40327876	28.94990	241	40327205	40327844	45.45337	335
chr6	45445683	45446338	.	1000	.	74.34951	-1	-1	329	5.000000	5.000000	45445744	45446309	26.19846	278	45445683	45446338	48.15105	319
chr13	99178564	99179318	.	1000	.	74.19782	-1	-1	324	5.000000	5.000000	99178570	99179195	27.05906	325	99178564	99179318	47.13876	317
chr22	24510651	24511710	.	1000	.	73.36786	-1	-1	817	5.000000	5.000000	24510728	24511710	24.21402	742	24510651	24511708	49.15384	282
chr9	2158255	2158980	.	1000	.	72.65448	-1	-1	263	5.000000	5.000000	2158271	2158783	26.19846	249	2158255	2158980	46.45602	261
chr17	75228180	75229308	.	1000	.	72.47313	-1	-1	305	5.000000	5.000000	75228207	75229288	18.61875	274	75228180	75229308	53.85438	267
chr9	36029609	36030366	.	1000	.	72.36687	-1	-1	373	5.000000	5.000000	36029609	36030274	21.27526	367	36029633	36030366	51.09161	356
chr12	89162509	89163443	.	1000	.	71.96640	-1	-1	468	5.000000	5.000000	89162509	89163343	30.62203	480	89162613	89163443	41.34437	353
chr1	234962966	234963914	.	1000	.	71.53320	-1	-1	459	5.000000	5.000000	234963135	234963849	22.40345	301	234962966	234963914	49.12975	449
chr17	68346109	68347017	.	1000	.	71.47625	-1	-1	487	5.000000	5.000000	68346338	68347017	25.59199	257	68346109	68346918	45.88426	488
chr16	85829512	85830156	.	1000	.	71.05330	-1	-1	354	5.000000	5.000000	85829515	85830156	26.51700	368	85829512	85830145	44.53630	338
chr11	122697443	122698248	.	1000	.	70.53346	-1	-1	355	5.000000	5.000000	122697521	122698208	26.75117	276	122697443	122698248	43.78229	357
chr1	154404955	154405522	.	1000	.	70.20334	-1	-1	317	5.000000	5.000000	154405001	154405514	28.09213	271	154404955	154405522	42.11121	318
chr10	26437400	26438566	.	1000	.	70.14746	-1	-1	864	5.000000	5.000000	26437450	26438566	29.78755	808	26437400	26438566	40.35991	870
chr4	6941684	6942735	.	1000	.	69.86188	-1	-1	652	5.000000	5.000000	6941684	6942712	26.01826	667	6941976	6942735	43.84362	345
chr17	8055959	8056636	.	1000	.	69.84574	-1	-1	428	5.000000	5.000000	8056119	8056635	22.84273	275	8055959	8056636	47.00301	421
chr17	1197229	1198657	.	1000	.	69.71286	-1	-1	323	5.000000	5.000000	1197278	1198654	29.68748	314	1197229	1198657	40.02538	327
chr16	21608395	21609498	.	1000	.	69.60266	-1	-1	771	5.000000	5.000000	21608860	21609411	26.05449	297	21608395	21609498	43.54817	781
chr1	24189982	24191642	.	1000	.	69.54904	-1	-1	434	5.000000	5.000000	24190004	24191525	30.93427	322	24189982	24191642	38.61477	422
chr11	33893467	33894588	.	1000	.	69.38093	-1	-1	393	5.000000	5.000000	33893549	33894133	23.15336	317	33893467	33894588	46.22757	387
chr1	89692528	89693569	.	1000	.	69.17200	-1	-1	452	5.000000	5.000000	89692659	89693380	24.82989	346	89692528	89693569	44.34211	427
chr1	186618290	186619162	.	1000	.	68.87170	-1	-1	354	5.000000	5.000000	186618351	186618996	22.78829	313	186618290	186619162	46.08341	335
chr3	37024627	37025578	.	1000	.	68.80382	-1	-1	617	5.000000	5.000000	37024627	37025525	20.62512	613	37024831	37025578	48.17870	417
chr5	53023815	53024454	.	1000	.	68.72701	-1	-1	301	5.000000	5.000000	53023847	53024434	29.91317	271	53023815	53024454	38.81384	300
chr17	74528198	74529226	.	1000	.	68.56186	-1	-1	552	5.000000	5.000000	74528303	74529090	35.83475	454	74528198	74529226	32.72711	545
chr16	25005536	25006143	.	1000	.	68.25521	-1	-1	340	5.000000	5.000000	25005567	25006135	30.96616	311	25005536	25006143	37.28905	339
chrX	66015019	66015587	.	1000	.	68.24395	-1	-1	319	5.000000	5.000000	66015049	66015571	26.56795	290	66015019	66015587	41.67600	318
